Dateiname;Größe;Ersteller;Datum;Name;Beschreibung;Pfad
Symphony.tex;739;"Dominik Rauh";"2018-11-29 11:31:36";"LaTeX-Code für Symphony-Netzwerk";;/Symphony.tex
Blatt04.pdf;62355;"Dominik Rauh";"2018-11-14 11:06:31";"Übungsblatt 04";;/Blatt04.pdf
